dist,corr
95,0.16093323879680022
7,0.9920880052977736
67,0.43441749484810926
84,0.25873688787366944
181,-0.04560185884439363
40,0.7170213923674145
40,0.706211447011306
121,0.07666465360135753
58,0.48912529350220685
138,0.06728207835201382
19,0.9211181110876155
133,0.026182228549831384
63,0.4043696938511377
54,0.6188934950639404
151,0.0014521410830827793
187,-0.005615806957495091
172,-0.024431155034648325
87,0.21141494932917493
49,0.6038462596247293
148,0.01579584392899062
70,0.4074545625646201
72,0.4288681359692116
47,0.6723459614912272
93,0.19062908655489313
36,0.7708087006423042
159,0.020201176926118225
77,0.33770665682920115
148,0.00012926939471590623
66,0.44571416554889126
169,-0.08084421070384679
155,-0.008936309063849996
176,0.027351421759862778
172,0.044773968965036715
17,0.9493407117271109
97,0.21210796657762887
107,0.10068883788773286
58,0.40129963182254913
199,0.03023978558027374
85,0.29962331871934145
115,0.06145952783097499
153,0.024760354975743838
58,0.5434550795075158
19,0.9263068769620242
161,0.10235910727023122
124,0.008880514642058152
150,-0.041506157649087744
103,0.1789190453129032
18,0.9367091959242091
49,0.5579731571309258
11,0.9745142562459689
64,0.4135926309345375
127,0.020652484792043003
103,0.16114641977541674
22,0.903898851969402
10,0.9799592926155882
127,-0.04316716437190599
123,0.14425303117339353
70,0.3301618863406211
7,0.987884648489214
10,0.9778829756685948
127,0.0810215989236288
128,0.02233366262143228
105,0.07389937507917026
102,0.2067273353327537
165,0.0038439540383825334
95,0.24593514454532336
165,0.08969738790598167
79,0.19262814582761345
41,0.6956935881038344
98,0.14547264898415502
51,0.617180347183963
9,0.986689468827592
141,0.01732403618297276
55,0.6083596668835023
129,0.019587473798397613
119,0.06999025874520112
34,0.7993410088686151
75,0.3713396614720675
133,0.042127576304438225
50,0.6060493977016022
157,-0.0037346041123792854
65,0.4944859052515558
88,0.1436452991804223
135,0.09869509037492374
91,0.23472716336364288
194,-0.04184960908686278
197,-0.025209114567043917
143,-0.06035196331628876
88,0.18532034714464093
189,0.004107805370628543
52,0.550517864024638
116,0.06787815933502152
85,0.17001917570544053
132,0.02795808773832828
174,-0.026043034857127136
149,0.02871911783804334
95,0.1931050378565022
132,0.05849049318751911
167,0.04929755559774611
172,0.02775351998358685
34,0.799447419959163
120,0.06684715756616312
45,0.6995941629088572
74,0.2811396727115323
118,0.07078039960543958
124,0.08423182824604558
54,0.5998416958848897
62,0.5143034993412265
57,0.5861138224335041
169,-0.0352683486200132
25,0.8851026960700795
54,0.5504299547185993
21,0.9333539646516646
95,0.09648454003883195
153,0.019431297127351036
32,0.8058523392487176
83,0.2273182276460173
118,0.06539665069427819
65,0.4060131143553415
175,-0.002793960970890114
108,0.14896575670061227
29,0.8751359415395054
21,0.9098287799232596
192,-0.017477432706429923
54,0.5505605511198004
18,0.9291661632367293
43,0.678939887192709
80,0.2937298456201773
114,0.05902137569862651
132,0.07444656027488979
33,0.7932057152039171
125,-0.0031932938650843803
132,-0.02185881971654008
194,0.01853220526202219
172,-0.01673493606373083
79,0.2680651547350615
173,0.02862391762040741
141,-0.007346232318430671
40,0.7384845529096852
116,0.16715354599192167
186,-0.035754952458635525
103,0.04201473799158028
43,0.6754185571192655
154,-0.03519358452657408
23,0.8889577505704621
95,0.20470301378388334
142,0.059786255653148275
19,0.9276291413754935
42,0.7078776755938094
115,0.15651283923506476
157,0.003625223058455122
106,0.15573397828816712
101,0.20247054325995062
80,0.28585297224201534
187,-0.016627716099359723
103,0.22636210467612888
109,0.08302335921042252
16,0.9477011795128896
165,-0.01440942355283783
187,0.003913855808084737
38,0.7827333419671977
99,0.1921647105573256
131,-0.017036387225752743
23,0.9016026882816337
143,-0.02488199244881607
115,0.13514154749645518
62,0.47589607898171477
105,0.1333118627537635
18,0.9494411443832331
193,0.02190286107673866
115,0.03893235720708874
94,0.206875464313365
8,0.9881502678297432
37,0.7497316115788303
147,0.03847902678744003
115,0.06049552977177977
92,0.18292860355895163
181,0.057816645152554684
14,0.9572857071902078
42,0.6946875764959101
80,0.31625757976846713
36,0.7839790011621678
118,0.09587968166445496
56,0.5295836966734236
54,0.5781036204482576
88,0.17283691916274524
172,-0.03596391906517754
123,0.1391811537185771
57,0.482356983802062
131,0.1230096253537543
62,0.4576759729436702
36,0.7731509991637379
177,0.0495063450751197
128,0.07573632305948956
179,0.012409033727449259
16,0.953705116605345
181,0.010492834889682405
38,0.7577020594906135
129,0.03258806707994628
161,0.05584193086537634
105,0.20123804488798167
132,0.07256935139781351
108,0.14803963788234706
152,-0.0006909241506444407
54,0.5636898828092707
40,0.7330988684030718
98,0.13551173362813987
144,0.02269869222756765
43,0.6924681851134676
130,0.04367763666941864
149,0.062473032184391826
169,0.009692999263527015
155,-0.05682865808420177
145,0.06254469905376668
76,0.37730186724340065
18,0.9395412637852885
54,0.5253451459981925
94,0.21282854454095376
91,0.21629018037181494
69,0.34410849080280426
147,0.069200130800024
84,0.31020301929480304
102,0.11365229795197061
190,0.031898186139945946
93,0.15448916099445603
85,0.25124403210026447
99,0.29181848373113567
58,0.4978516837242327
75,0.34479085935639836
119,0.03327219121817396
136,0.0989292326746561
12,0.969441083927851
182,-0.0029011699295775854
90,0.13898268217157791
91,0.2171261036871634
133,0.011105641511266029
44,0.6803088800837549
153,0.038851259233088666
192,0.020645797826279268
6,0.9932756578109022
19,0.9282132057638153
190,0.001295714685892603
64,0.44854575056731727
129,0.06659697857920621
160,0.04648003058477583
83,0.28836257863618714
161,0.0285011363847735
180,0.06438980779461737
65,0.4487874165634371
79,0.29186708054652993
76,0.3771632263008319
111,0.13341383773360327
89,0.199216783267307
82,0.3064326779227875
185,-0.013684318744838227
169,0.017971572894832095
143,0.012317757118355718
13,0.9668736993359983
30,0.8269533729188354
102,0.15988779996492755
133,0.017169663662464616
22,0.9138699153666033
76,0.3152346398976488
123,-0.002810619810632722
179,0.022635331375642234
161,-0.024743183411535228
102,0.18169197564688003
90,0.1974165441348039
162,0.039099199028622585
24,0.8877109219970635
24,0.9121011827694272
114,0.03994178354265079
39,0.7368571050196663
52,0.5235856899534881
137,-0.03606829082679538
28,0.8602845626595325
120,0.07825045617993905
24,0.8774998864468851
121,0.02128939102245908
79,0.3295333102313486
199,-0.045066659017376186
6,0.992698890772793
99,0.14479232675944345
168,-0.022891362202543838
139,0.028745219267408022
160,-0.0007776945798376778
154,0.07445614103976214
90,0.24162893264724672
195,0.03611848905819855
178,-0.031886839096758005
185,0.031396377265780324
104,0.13640037833773347
100,0.24154994830321969
177,0.0073857810490903664
111,0.14758671917557745
89,0.2548065275971662
189,-0.043636821140955226
199,0.036982587237776456
106,0.11761981625193436
146,0.049556982906752686
138,0.10231751742970996
179,0.020540703895859727
165,-0.02297283718659171
184,0.01381363510173951
160,0.008774255241800052
192,-0.050240975076310763
42,0.7546661542389124
116,0.14253440888436558
164,0.04753458143600631
80,0.340822698609122
102,0.25863162601679485
166,0.02420578646772713
66,0.49533084537138194
193,-0.02371197783603526
112,0.15325190309702946
35,0.827900967613783
129,0.07473040514346352
107,0.1911338944284419
197,0.005885202393818714
196,0.09605550427270541
46,0.6962662815734276
125,0.06691904923998902
195,-0.027389487035752492
173,-0.03350402775630893
188,0.014773466210316957
97,0.2388013454781051
149,0.09904640998423123
79,0.36375170297772547
104,0.18329673134098476
123,0.1140621578179339
7,0.9908441525597146
101,0.1484010112851854
120,0.12497890862009095
43,0.6865313735936073
10,0.9840491573022897
6,0.9948313996912959
80,0.3105190771216483
117,0.0981828830139425
112,0.06326775896400332
177,-0.04702775778199428
195,0.004151021171949486
104,0.23708726274372338
190,0.05888912440887726
34,0.8038192675192212
159,-0.038215783234664846
57,0.5644463264137182
51,0.5915910079289259
61,0.5609290167500265
20,0.9345403919329532
168,0.036669015869410654
43,0.7145144053911192
68,0.4690214375617146
196,-0.011320123041192875
181,0.08330475131577196
84,0.3656052023641989
77,0.4031844682989043
105,0.11291425603364781
66,0.5067549834477751
128,0.08303202116274823
121,0.01856590414022835
133,0.042393409604018245
147,0.051976198725994925
193,-0.0418333611070499
132,0.12251300244493805
107,0.0849105167583548
106,0.22142551504349892
8,0.987224565384619
147,0.1166302029164651
128,0.10351184743738782
137,0.010541716071649136
32,0.8188149490033119
134,0.08592648130233757
39,0.7366507577187534
61,0.5339085322526126
31,0.8446306830915976
73,0.33599476754525787
135,0.08518220136855537
63,0.47461580713882
45,0.6924279260532273
13,0.970515116700868
142,-0.027753838605322663
121,0.09847539845172427
52,0.610196198640952
144,-0.03042919048704315
11,0.979368003292169
19,0.9371317625134103
189,0.079350755585784
163,0.008513548057149859
32,0.8482706084689225
87,0.255903958549758
64,0.43712067779525865
67,0.5377056203269751
104,0.12748225657105633
126,0.0910574377022207
167,-0.018805951705961336
81,0.3495190891242101
178,-0.03739877873201735
21,0.9312933649591087
182,0.020137759584449095
98,0.16470012531883638
178,-0.018984837721458786
96,0.23992697584347325
63,0.48802686965964315
54,0.6129462920217499
193,0.03242623141021772
116,0.1284481983722292
83,0.3445981608060912
185,-0.0060455297996508985
179,-0.025552209652145358
23,0.9039254154380685
68,0.48767137679179773
125,0.059178805232695295
81,0.3617297550072028
86,0.2734275004627323
102,0.21149291261159472
146,0.09831746073269539
99,0.21574811785038606
81,0.26743000532138417
133,0.05633424233961666
10,0.9811024366010881
6,0.9931490440398572
17,0.948986107704175
129,0.11011396711995629
195,-0.04333641589825376
196,0.06057364291159722
145,-0.018132443732535725
41,0.74681810089484
105,0.1819417379078772
11,0.9777264659898394
110,0.22529944596831145
187,-0.016292322658050865
134,0.045615839327784256
19,0.9366376029569172
68,0.4581564998094558
156,-0.08871131208951476
107,0.11878366934216653
73,0.4099025621204346
178,-0.05051382298203581
101,0.11946458474060112
67,0.46267056338672286
53,0.5978948435758759
72,0.36150524451320476
197,0.06518966506907437
165,0.06593268007335323
68,0.4927885038461274
92,0.2645764464567662
190,0.06119566019997946
64,0.4735636857808149
166,0.021621426734752557
125,0.14025194960105386
53,0.5630482364101704
48,0.6009033735094177
85,0.2464861114827601
176,-0.01254007584513968
189,0.031818484216254966
184,-0.05961033218519467
49,0.5979088249510537
139,-0.003863968261766381
133,-0.03410905009518558
29,0.8311130330065766
63,0.5096532202471582
42,0.6727959214222348
95,0.20359257493088367
44,0.6381814789272325
149,0.029528104903694088
26,0.8830236599848285
96,0.17608324991213906
103,0.18842695707871784
51,0.5543573001817379
19,0.9149999982359773
