Comb,Subject,Label,x,y
indi_cancer,Individual,Cancer,-245.57056479173528,-46.374333975052274
indi_cancer,Individual,Cancer,100.47915434735359,-52.901070780908064
indi_cancer,Individual,Cancer,-121.83420774471429,-67.96010753822075
indi_cancer,Individual,Cancer,-285.15591010347384,130.95918184638026
indi_cancer,Individual,Cancer,296.04781883125946,-57.71949071071945
indi_cancer,Individual,Cancer,-152.4354230346852,178.42611615629107
indi_cancer,Individual,Cancer,12.281527816035927,-241.31530310984084
indi_cancer,Individual,Cancer,-145.0276701820755,312.6426173854763
indi_cancer,Individual,Cancer,-249.1250664840194,359.78651979376843
indi_cancer,Individual,Cancer,-61.60456082155092,-42.32620971272449
indi_cancer,Individual,Cancer,-268.6823789178676,-75.49399199738991
indi_cancer,Individual,Cancer,-196.3711195845072,30.311092748887873
indi_cancer,Individual,Cancer,-315.58362397291006,-48.02351948290881
indi_cancer,Individual,Cancer,70.7555048289944,-81.70175596058128
indi_cancer,Individual,Cancer,-200.19062586091016,10.467319021209274
indi_cancer,Individual,Cancer,-9.687588628074947,-113.60856662489603
indi_cancer,Individual,Cancer,-169.5430090689798,138.76631566212092
indi_cancer,Individual,Cancer,267.7629621586246,-87.59258383531434
indi_cancer,Individual,Cancer,253.11621314674025,-49.12414718709336
indi_cancer,Individual,Cancer,-99.61999977874632,426.4235387566823
indi_cancer,Individual,Cancer,-145.45112856733266,136.4094663448179
indi_cancer,Individual,Cancer,13.111273480753066,-27.440250475658264
indi_cancer,Individual,Cancer,-9.744779121240777,0.0886643180769727
indi_cancer,Individual,Cancer,-66.80564921575034,-144.25054861685055
indi_cancer,Individual,Cancer,139.1972707498003,670.4039969950251
indi_cancer,Individual,Cancer,240.45928286958014,-81.91985299215969
indi_cancer,Individual,Cancer,-10.905471158977807,164.9071580781671
indi_cancer,Individual,Cancer,278.6390578623334,154.62808297618457
indi_cancer,Individual,Cancer,-148.46300209067556,99.372668477269
indi_cancer,Individual,Cancer,-132.21305885105247,-96.15058530780148
indi_cancer,Individual,Cancer,55.89602670988991,87.97697008113758
indi_cancer,Individual,Cancer,-88.2017039292732,-201.71283094211753
indi_cancer,Individual,Cancer,-65.87780865675697,-191.0463577545794
indi_cancer,Individual,Cancer,-424.5359498150588,-62.40037505154363
indi_cancer,Individual,Cancer,159.57123846871687,-43.79886265591987
indi_cancer,Individual,Cancer,66.69253159102415,-93.44035151269404
indi_cancer,Individual,Cancer,158.59359392592137,336.93370663280126
indi_cancer,Individual,Cancer,-269.3537248146138,165.14037167283018
indi_cancer,Individual,Cancer,-14.79719700336762,-154.74217497858635
indi_cancer,Individual,Cancer,493.3026817609956,-67.29647281541408
indi_cancer,Individual,Cancer,238.45530574792002,-126.16129397971025
indi_cancer,Individual,Cancer,165.35428734094933,-243.40611893914357
indi_cancer,Individual,Cancer,42.1590979091214,-73.45292323154803
indi_cancer,Individual,Cancer,-54.80726360088497,32.83607439661658
indi_cancer,Individual,Cancer,-86.23615505689311,-108.18199407349246
indi_cancer,Individual,Cancer,7.111708408208331,202.22896377615774
indi_cancer,Individual,Cancer,187.62768246746379,121.26027824164902
indi_cancer,Individual,Cancer,-40.03420878236472,176.32999097245724
indi_cancer,Individual,Cancer,-165.2368276199233,-238.48999264952462
indi_cancer,Individual,Cancer,365.37148820929696,13.97444494802141
indi_cancer,Individual,Cancer,76.71670398690198,63.924133196371905
indi_cancer,Individual,Cancer,-159.76765686032186,157.40321595002715
indi_cancer,Individual,Cancer,-112.58164821594205,83.0732126765243
indi_cancer,Individual,Cancer,-64.32699723819324,503.94253836737045
indi_cancer,Individual,Cancer,63.29156123624771,-23.26195331536472
indi_cancer,Individual,Cancer,76.22539296304868,112.02006176701471
indi_cancer,Individual,Cancer,-143.61447979623185,-260.11426398514374
indi_cancer,Individual,Cancer,-73.04110604638728,-99.0899448319208
indi_cancer,Individual,Cancer,74.87032360480605,-67.72296294327558
indi_cancer,Individual,Cancer,29.173109889509487,132.36011956988716
indi_cancer,Individual,Cancer,27.657569485853028,-139.3155966345528
indi_cancer,Individual,Cancer,146.95904007398113,-230.50638627982676
indi_cancer,Individual,Cancer,-54.55236584983186,-83.36717430395252
indi_cancer,Individual,Cancer,34.34039642436958,-78.79528471420225
indi_cancer,Individual,Cancer,105.21154250648351,13.1516709513592
indi_cancer,Individual,Cancer,-186.72507931763624,-8.73669178245362
indi_normal,Individual,Normal,-137.6061346124425,-344.76877345557983
indi_normal,Individual,Normal,-161.32841478875483,-343.00780924216684
indi_normal,Individual,Normal,-171.99104147668712,-204.25168937366934
