Comb,Subject,Label,x,y
indi_cancer,Individual,Cancer,137.88029145269593,-189.8011001322943
indi_cancer,Individual,Cancer,174.35946212607806,-250.09360627831293
indi_cancer,Individual,Cancer,177.43759669897636,299.22760419374885
indi_cancer,Individual,Cancer,-67.29324516012629,-85.13102317327922
indi_cancer,Individual,Cancer,547.8348693422041,22.35498494400584
indi_cancer,Individual,Cancer,61.200705425180715,14.759239501355992
indi_cancer,Individual,Cancer,460.863434020964,-82.80512805310526
indi_cancer,Individual,Cancer,-173.96600821445884,124.27503621954526
indi_cancer,Individual,Cancer,228.86177351010602,-148.93471791852505
indi_cancer,Individual,Cancer,149.11292227095288,111.42895335995235
indi_cancer,Individual,Cancer,317.7109248566737,-28.911065444794872
indi_cancer,Individual,Cancer,247.02901052918142,-87.10326872127888
indi_cancer,Individual,Cancer,116.57755956320587,-161.3592977542646
indi_cancer,Individual,Cancer,-160.8137542122674,191.5493811621568
indi_cancer,Individual,Cancer,-75.8822942387192,-80.54988485639525
indi_cancer,Individual,Cancer,55.95754921188402,209.2626305929135
indi_cancer,Individual,Cancer,28.38094426638993,-176.57309190233042
indi_cancer,Individual,Cancer,-96.36253893367002,270.14439014718545
indi_cancer,Individual,Cancer,-146.78739361543526,-118.75259478137893
indi_cancer,Individual,Cancer,-211.72151380139198,-99.30591971598052
indi_cancer,Individual,Cancer,263.42487136253675,155.8129786223716
indi_cancer,Individual,Cancer,90.72783090209803,-128.03588921580393
indi_cancer,Individual,Cancer,-209.08616759052427,211.6267348962404
indi_cancer,Individual,Cancer,-61.207892487839025,-114.21869342319133
indi_cancer,Individual,Cancer,119.1244644472153,246.61703964499205
indi_cancer,Individual,Cancer,-199.35189977425563,132.21131527914747
indi_cancer,Individual,Cancer,-57.20837542385332,-41.019043533041696
indi_cancer,Individual,Cancer,-105.09120301877314,312.5440873234678
indi_cancer,Individual,Cancer,295.3988989719995,-263.6963331309037
indi_cancer,Individual,Cancer,-37.565971061809705,-113.71320860105088
indi_cancer,Individual,Cancer,-65.42010952234573,88.32075612453441
indi_cancer,Individual,Cancer,161.28869968510884,-300.0105625558056
indi_cancer,Individual,Cancer,-219.6099053356128,72.22973460882449
indi_cancer,Individual,Cancer,-124.39824027406601,-102.53710911537281
indi_cancer,Individual,Cancer,32.67520876819443,-207.3484054269214
indi_cancer,Individual,Cancer,-160.1057491364829,64.41790108789147
indi_cancer,Individual,Cancer,-63.644969709006446,-6.356378075201511
indi_cancer,Individual,Cancer,44.92059868215448,-97.73710443986066
indi_cancer,Individual,Cancer,5.427982127613301,-90.145113384286
indi_cancer,Individual,Cancer,-36.09205300036094,3.2086265084936225
indi_cancer,Individual,Cancer,-116.50930696811712,-150.13721619820566
indi_cancer,Individual,Cancer,-47.46953887110667,5.757679206520801
indi_cancer,Individual,Cancer,-113.20586300952822,201.08629006244783
indi_cancer,Individual,Cancer,-67.4797832591514,82.8450310785371
indi_cancer,Individual,Cancer,67.50314311294672,36.41569827348472
indi_cancer,Individual,Cancer,-151.28382772863398,129.83605495431127
indi_cancer,Individual,Cancer,-35.15048409918986,211.65205614210325
indi_cancer,Individual,Cancer,-40.82354419848168,-114.34570048310536
indi_cancer,Individual,Cancer,419.4270865239994,-109.06537733558648
indi_cancer,Individual,Cancer,335.3955021541528,-113.13532111077572
indi_cancer,Individual,Cancer,-208.6491767240869,138.54937769232512
indi_cancer,Individual,Cancer,-14.390594657373498,277.8322877453157
indi_cancer,Individual,Cancer,89.73083222644372,97.79409604403966
indi_cancer,Individual,Cancer,40.15458823650802,203.86950784830987
indi_cancer,Individual,Cancer,31.400402491608265,77.75741940472271
indi_cancer,Individual,Cancer,-69.69605738208602,85.86918552662318
indi_cancer,Individual,Cancer,-232.42712446933612,-25.152497125251855
indi_cancer,Individual,Cancer,-224.74959141764768,49.95818542570452
indi_cancer,Individual,Cancer,-135.74814272426752,-140.9862074974158
indi_cancer,Individual,Cancer,-133.80084076026262,57.85091996004279
indi_cancer,Individual,Cancer,291.9993111539782,30.912010801168737
indi_cancer,Individual,Cancer,-257.21721822404425,-85.47121269765759
indi_cancer,Individual,Cancer,22.02047320612886,-116.02595066566018
indi_cancer,Individual,Cancer,198.38470593861138,-251.82424486962478
indi_cancer,Individual,Cancer,42.25782573977059,30.728571196342855
indi_cancer,Individual,Cancer,-37.400962254990475,-212.03640026771748
indi_cancer,Individual,Cancer,-33.6744875398035,-111.33208300474092
indi_cancer,Individual,Cancer,779.9255823184783,98.62852109950546
indi_cancer,Individual,Cancer,489.796408153844,344.704532250327
indi_cancer,Individual,Cancer,128.46802364185405,-33.73583787139863
indi_cancer,Individual,Cancer,70.56197792191742,-112.00435088240876
indi_cancer,Individual,Cancer,201.51370734775531,-98.46665066500968
indi_cancer,Individual,Cancer,-40.194325236536486,-139.33547374835908
indi_cancer,Individual,Cancer,402.9449146364413,-36.10461717543452
indi_cancer,Individual,Cancer,-69.76314936448425,69.73790386878316
indi_cancer,Individual,Cancer,-241.91577684040269,140.50397237940152
indi_cancer,Individual,Cancer,-83.61856333118564,209.7095169723448
indi_cancer,Individual,Cancer,72.50533638485675,12.99215664206726
indi_cancer,Individual,Cancer,150.6047339794441,83.7701921518707
indi_cancer,Individual,Cancer,505.7541196707338,-12.565996435264246
indi_cancer,Individual,Cancer,-41.223124733861866,179.51544442905077
indi_cancer,Individual,Cancer,-108.49981947463154,-275.34668918619997
indi_cancer,Individual,Cancer,55.963986321377455,-49.65920790666627
indi_cancer,Individual,Cancer,152.33430554672924,367.4951378083279
indi_cancer,Individual,Cancer,53.93090401222435,99.27718801674065
indi_cancer,Individual,Cancer,-198.08539443992933,14.67829443475729
indi_cancer,Individual,Cancer,-156.94906959146303,-287.59954916889996
indi_cancer,Individual,Cancer,-212.43939490007614,3.279998176552322
indi_cancer,Individual,Cancer,82.96598358144445,-74.3087105111948
indi_cancer,Individual,Cancer,-74.44113726924024,-214.89876933497632
indi_cancer,Individual,Cancer,-39.36722563203533,-53.64584493535747
indi_cancer,Individual,Cancer,1.7261216693014714,-92.84806785363739
indi_cancer,Individual,Cancer,-212.23557945426452,-85.41990331652308
indi_cancer,Individual,Cancer,-90.17985736725313,-50.39834523679343
indi_cancer,Individual,Cancer,-90.01300555539481,-112.73272235261412
indi_cancer,Individual,Cancer,21.198761639155567,-34.15921835152228
indi_cancer,Individual,Cancer,-48.061849828608906,-12.086270256363456
indi_cancer,Individual,Cancer,-347.80635666955,-203.65757394960508
indi_cancer,Individual,Cancer,15.87038440795582,58.11168747098756
indi_cancer,Individual,Cancer,-258.0004319496548,-154.1177737129238
indi_cancer,Individual,Cancer,-2.751780610873301,-47.513289283484944
indi_cancer,Individual,Cancer,-38.33196374389009,211.2604247272078
indi_cancer,Individual,Cancer,1.468186181649259,63.57988093266766
indi_cancer,Individual,Cancer,433.5206205345274,358.2168432462781
indi_cancer,Individual,Cancer,-148.30237466802782,79.24153146236009
indi_cancer,Individual,Cancer,38.45398069335026,164.18210461206556
indi_cancer,Individual,Cancer,-2.682873592690314,-125.39350784308296
indi_cancer,Individual,Cancer,-76.23919465521773,174.96114885984247
indi_cancer,Individual,Cancer,-186.51903881326444,-8.866378641330872
indi_cancer,Individual,Cancer,-71.64565241280431,-173.29516928595316
indi_cancer,Individual,Cancer,927.1237812632384,-26.232718027346994
indi_cancer,Individual,Cancer,-35.95550844165033,-155.14273178959462
indi_cancer,Individual,Cancer,-277.2434653720864,110.9893554089126
indi_cancer,Individual,Cancer,-112.7981989609131,-62.16386268715123
indi_cancer,Individual,Cancer,-253.16004704004618,-173.91060442000364
indi_cancer,Individual,Cancer,-100.25987018087615,-57.0424461623258
indi_cancer,Individual,Cancer,278.2835745097572,-21.349793211868587
indi_cancer,Individual,Cancer,24.317742030581844,51.42040177249242
indi_cancer,Individual,Cancer,88.02963100977819,62.001293358035824
indi_cancer,Individual,Cancer,447.5499776034163,87.14470559127396
indi_cancer,Individual,Cancer,-26.554067019837333,-160.28582055147976
indi_cancer,Individual,Cancer,-360.53854247538925,5.030052901378186
indi_cancer,Individual,Cancer,-107.08609351688246,539.9546226752453
indi_cancer,Individual,Cancer,178.97701824401142,-196.71823528532468
indi_cancer,Individual,Cancer,183.88540325266828,29.9463877643646
indi_cancer,Individual,Cancer,101.26214460505997,-12.266092219492148
indi_cancer,Individual,Cancer,103.71601635581067,-192.94008099922124
indi_cancer,Individual,Cancer,-96.93938626062848,-17.61484976831585
indi_cancer,Individual,Cancer,-168.78655369416617,-3.8179126455169254
indi_cancer,Individual,Cancer,50.15799013256824,196.07079268257073
indi_cancer,Individual,Cancer,-21.861046734139062,-27.648528720215396
indi_cancer,Individual,Cancer,-142.06844638609553,225.2445771545695
indi_cancer,Individual,Cancer,-68.17895994205904,67.03331078771639
indi_cancer,Individual,Cancer,-183.1514036887549,-159.29785558754972
indi_cancer,Individual,Cancer,-95.43980040083144,317.7407119427956
indi_cancer,Individual,Cancer,909.8092133823293,5.264170276851158
indi_cancer,Individual,Cancer,346.35335110595616,188.2548268265765
indi_cancer,Individual,Cancer,-192.16839103308445,167.7835497417352
indi_cancer,Individual,Cancer,-27.839333263375703,180.4292221614625
indi_cancer,Individual,Cancer,157.59829130620577,-97.14783328015845
indi_cancer,Individual,Cancer,57.786427164839566,173.0274481810995
indi_cancer,Individual,Cancer,-172.18640865046586,-213.7610482223895
indi_cancer,Individual,Cancer,-193.90106460852448,453.8503440387333
indi_cancer,Individual,Cancer,330.3272521564939,141.79564508144063
indi_cancer,Individual,Cancer,-100.60130920113964,-32.99357334073618
indi_cancer,Individual,Cancer,-118.91424989197301,53.809611397091764
indi_cancer,Individual,Cancer,5.165754220783876,-159.81005337895164
indi_cancer,Individual,Cancer,-73.0876801501896,109.92451134613017
indi_cancer,Individual,Cancer,-216.76822493635316,-130.5615153621062
indi_cancer,Individual,Cancer,-61.439498861753435,273.0150806485807
indi_cancer,Individual,Cancer,-264.22486488271556,159.72699005301297
indi_cancer,Individual,Cancer,73.43389171725094,-177.3533953293666
indi_cancer,Individual,Cancer,288.6897781190096,-3.3526522461295984
indi_cancer,Individual,Cancer,278.96994456618404,120.45870901879078
indi_cancer,Individual,Cancer,-0.9125688472904614,-93.35570930903049
indi_cancer,Individual,Cancer,-430.9973439598697,149.40050562616685
indi_cancer,Individual,Cancer,114.62767034062986,-121.51522164002067
indi_cancer,Individual,Cancer,-168.63815432498356,76.89593084823211
indi_cancer,Individual,Cancer,90.35186323693088,-138.5407490285435
indi_cancer,Individual,Cancer,767.0069494558192,-39.38916996094143
indi_cancer,Individual,Cancer,-156.4839708206853,-37.84209767945381
indi_cancer,Individual,Cancer,279.90440054575674,-40.944410539117825
indi_cancer,Individual,Cancer,-136.954501121231,141.11566904842968
indi_cancer,Individual,Cancer,-27.633692715509778,-33.24001278789219
indi_cancer,Individual,Cancer,46.07356315665264,-39.66074668997497
indi_cancer,Individual,Cancer,-17.933294778706568,-30.35917587516114
indi_cancer,Individual,Cancer,-14.965645752195796,209.61871101293346
indi_cancer,Individual,Cancer,172.16626146938242,200.61318202832427
indi_cancer,Individual,Cancer,78.054729552184,90.39039167715931
indi_cancer,Individual,Cancer,-288.2885917326475,-119.5315850943422
indi_cancer,Individual,Cancer,-101.81790629727575,-45.28405381127395
indi_cancer,Individual,Cancer,389.04092156884474,175.16990983620914
indi_cancer,Individual,Cancer,-105.1691298066034,88.49821360831449
indi_cancer,Individual,Cancer,-38.51627527099594,-174.58693649775776
indi_cancer,Individual,Cancer,152.79411237704335,-54.88535754343242
indi_cancer,Individual,Cancer,58.61600844856309,-210.8140891785253
indi_cancer,Individual,Cancer,-124.98119452379126,122.96916796772754
indi_cancer,Individual,Cancer,-111.9790313992468,-34.92488588845475
indi_cancer,Individual,Cancer,-77.11780623491909,-62.46937108207021
indi_cancer,Individual,Cancer,-180.91922698688865,16.843160049470242
indi_cancer,Individual,Cancer,251.77852244000528,-275.91696567198215
indi_cancer,Individual,Cancer,35.51390572593515,-25.482576336355677
indi_cancer,Individual,Cancer,-373.5131619044507,108.15040382553866
indi_cancer,Individual,Cancer,-182.4890419554589,-255.03589483595812
indi_cancer,Individual,Cancer,-83.29222882958071,-150.3667920556009
indi_cancer,Individual,Cancer,-142.01871788789057,-178.6068690888194
indi_cancer,Individual,Cancer,85.30279111945663,125.04614771711714
indi_cancer,Individual,Cancer,-162.94616350015585,-138.61968359160102
indi_cancer,Individual,Cancer,107.13146364583616,-75.93705315434106
indi_cancer,Individual,Cancer,-315.7549915770275,88.14589482900786
indi_cancer,Individual,Cancer,-50.24831014442618,236.88302280957055
indi_cancer,Individual,Cancer,251.2222012794503,-44.68620981338222
indi_cancer,Individual,Cancer,329.04947235020575,-41.35066606989897
indi_cancer,Individual,Cancer,-19.745322695651538,-10.397854166611017
indi_cancer,Individual,Cancer,103.67437878982565,-278.30390498081243
indi_cancer,Individual,Cancer,-3.178229973449442,81.65450048091935
indi_cancer,Individual,Cancer,326.48146522107055,238.77936810048533
indi_cancer,Individual,Cancer,-56.73219168247811,-34.028200170598886
indi_cancer,Individual,Cancer,194.63991573620808,-251.44950405661712
indi_cancer,Individual,Cancer,-249.7823735729861,-274.44508533175696
indi_cancer,Individual,Cancer,77.62694318221352,-191.77246098522022
indi_cancer,Individual,Cancer,58.636876583531944,-26.527945855235973
indi_cancer,Individual,Cancer,63.81643192343411,29.135902401011954
indi_cancer,Individual,Cancer,104.59877598087864,94.6895652489204
indi_cancer,Individual,Cancer,207.66207194431405,-119.94392391621908
indi_cancer,Individual,Cancer,163.90080082094386,-131.6124470386983
indi_cancer,Individual,Cancer,-110.56731684151062,117.85804095246671
indi_cancer,Individual,Cancer,1.8468829471474506,-114.97100511476907
indi_cancer,Individual,Cancer,-105.05629086158999,-250.62703361942164
indi_cancer,Individual,Cancer,297.2750224547936,478.9440065380607
indi_cancer,Individual,Cancer,-122.46081278504194,149.36452927662478
indi_cancer,Individual,Cancer,-110.44365210352825,5.387995501809329
indi_cancer,Individual,Cancer,47.25878772746821,107.77548238180638
indi_cancer,Individual,Cancer,32.37410455414878,35.53888599905776
indi_cancer,Individual,Cancer,-170.00638111040695,-99.45889588105818
indi_cancer,Individual,Cancer,92.39018742407725,32.2431695380194
indi_cancer,Individual,Cancer,-40.29648416204094,-156.22963528528953
indi_cancer,Individual,Cancer,92.46474959234111,162.7288666600901
indi_cancer,Individual,Cancer,247.66002639174158,-22.044126759183477
indi_cancer,Individual,Cancer,224.99604121886813,137.76049263286896
indi_cancer,Individual,Cancer,-66.47974011792658,-160.52230286334392
indi_cancer,Individual,Cancer,360.3130794299012,-101.48959772223066
indi_cancer,Individual,Cancer,257.7139555581107,-56.41382341817746
indi_cancer,Individual,Cancer,320.1421309960748,-25.41873302858149
indi_cancer,Individual,Cancer,-185.8016757334957,-252.27001757523794
indi_cancer,Individual,Cancer,-22.304827753902472,-97.88420896264853
indi_cancer,Individual,Cancer,-180.46459514393854,-282.76542225291905
indi_cancer,Individual,Cancer,-283.16534445297793,-28.90143727117512
indi_cancer,Individual,Cancer,228.09968700615198,-48.94796835020316
indi_cancer,Individual,Cancer,-262.7356763577025,445.3447218924736
indi_cancer,Individual,Cancer,-16.559056240536883,-85.3909573193311
indi_cancer,Individual,Cancer,-336.78648189469885,35.506241299734015
indi_cancer,Individual,Cancer,-59.103782077708935,184.93606060355754
indi_cancer,Individual,Cancer,-166.0200348594029,244.99293057993935
indi_cancer,Individual,Cancer,-5.646754425652435,-138.18621212835887
indi_cancer,Individual,Cancer,-159.36643477798327,76.14070944120859
indi_cancer,Individual,Cancer,-89.44102122162036,-348.232827889641
indi_cancer,Individual,Cancer,-43.60038049247519,-93.23366466550665
indi_cancer,Individual,Cancer,174.35442134364425,134.087458036201
indi_cancer,Individual,Cancer,-9.97679142401323,351.1533216936108
indi_cancer,Individual,Cancer,14.396141463571741,-340.7207617978102
indi_cancer,Individual,Cancer,-190.66470112074182,200.4961349537924
indi_cancer,Individual,Cancer,509.449771866406,-49.13109156334138
indi_cancer,Individual,Cancer,42.87391453208007,-135.6842279452891
indi_cancer,Individual,Cancer,304.5448619653407,-10.518393299940834
indi_cancer,Individual,Cancer,26.82178215549798,-278.28551445015734
indi_cancer,Individual,Cancer,63.22373125058268,146.2554355931476
indi_cancer,Individual,Cancer,-7.988031644530741,-110.94438272419848
indi_cancer,Individual,Cancer,-17.24604340734986,449.6263040575908
indi_cancer,Individual,Cancer,-174.3749997558542,-233.52169769720953
indi_cancer,Individual,Cancer,-320.5194683876063,-101.71869248737254
indi_cancer,Individual,Cancer,-109.4824656829106,-344.97982527269573
indi_cancer,Individual,Cancer,266.7113240808281,-271.2397803869174
indi_cancer,Individual,Cancer,19.85249776845057,44.265039441603044
indi_cancer,Individual,Cancer,-291.29014452241404,-165.0069857701029
indi_cancer,Individual,Cancer,-148.2931320667538,-79.76368805484672
indi_cancer,Individual,Cancer,7.731275799986643,-0.27303140199639464
indi_cancer,Individual,Cancer,420.02143377556337,-46.51947942444794
indi_cancer,Individual,Cancer,222.35790839369983,-21.84786005870532
indi_cancer,Individual,Cancer,11.725936661558462,-165.0822093538596
indi_cancer,Individual,Cancer,463.0556502287711,32.35752092949678
indi_cancer,Individual,Cancer,84.14838765257231,-128.74705031536726
indi_cancer,Individual,Cancer,322.16422766057144,-213.57103276380724
indi_cancer,Individual,Cancer,-125.97147730909116,192.81614437493454
indi_cancer,Individual,Cancer,-8.797844250313458,78.35410308913418
indi_cancer,Individual,Cancer,318.8188201452538,134.25713838720077
indi_cancer,Individual,Cancer,-67.17192965539806,510.2968031174197
indi_cancer,Individual,Cancer,-124.47990236161367,-164.88033765663164
indi_cancer,Individual,Cancer,-116.92544833037161,-94.49902811040994
indi_cancer,Individual,Cancer,-162.26855662974953,-20.671223589800828
indi_cancer,Individual,Cancer,-106.93431115618853,-69.76535470939201
indi_cancer,Individual,Cancer,190.42842738907876,-181.78088601924242
indi_cancer,Individual,Cancer,-110.51330394189517,568.4499984199583
indi_cancer,Individual,Cancer,-201.8791382478453,-172.0879771016401
indi_cancer,Individual,Cancer,29.110328745620983,-202.6539195265212
indi_cancer,Individual,Cancer,-73.20977150076796,-115.43703353749997
indi_cancer,Individual,Cancer,205.65471528829235,-136.00783293358842
indi_cancer,Individual,Cancer,-54.005622315641745,16.9400192722005
indi_cancer,Individual,Cancer,102.71069136687917,-87.74838589374906
indi_cancer,Individual,Cancer,-44.00037091626349,-18.580933255181318
indi_cancer,Individual,Cancer,223.64879482207937,-61.81275947614959
indi_cancer,Individual,Cancer,-391.76316025222627,195.1363696824011
indi_cancer,Individual,Cancer,306.33362985964834,-35.18481029759324
indi_cancer,Individual,Cancer,-14.557396696242142,-145.7685021374172
indi_cancer,Individual,Cancer,-104.48145184948233,-91.71186968894715
indi_cancer,Individual,Cancer,559.9357892186601,-88.27822856650758
indi_cancer,Individual,Cancer,293.05640146561814,39.281672697642556
indi_cancer,Individual,Cancer,586.9909024742489,205.59313971997386
indi_cancer,Individual,Cancer,-111.05195529208518,103.8483055991853
indi_cancer,Individual,Cancer,-178.16170242400224,135.59292249730194
indi_cancer,Individual,Cancer,53.15287734665639,-255.43234120029945
indi_cancer,Individual,Cancer,412.9536148718011,29.999928988414908
indi_cancer,Individual,Cancer,-86.58731694251088,-148.2480064956969
indi_cancer,Individual,Cancer,-134.81002471184144,50.34383181708286
indi_cancer,Individual,Cancer,454.61226984584596,16.346631652906165
indi_cancer,Individual,Cancer,3.1809165412436857,-215.41156145400024
indi_cancer,Individual,Cancer,-65.1003073994322,202.20748006200603
indi_cancer,Individual,Cancer,-318.3896353209752,17.810618328710376
indi_cancer,Individual,Cancer,-266.5965860078069,216.52584541692923
indi_cancer,Individual,Cancer,-151.34315237360227,140.9110090341028
indi_cancer,Individual,Cancer,-313.64142937994785,278.40460007941755
indi_cancer,Individual,Cancer,-195.87562090861363,42.07197348333907
