dist,corrN,corrC,expD,corrNAbs,corrCAbs
350.0,0.07897389115371778,0.1929043286298849,0.9999848714860433,0.07897389115371778,0.1929043286298849
3382.0,0.1727450577885565,0.45824777419064855,0.99858842495106,0.1727450577885565,0.45824777419064855
237.0,0.556955105298971,0.5360684447167199,0.9999930632083188,0.556955105298971,0.5360684447167199
705.0,0.2785634310117491,0.5813802240035437,0.9999386197897405,0.2785634310117491,0.5813802240035437
152.0,0.433045916119763,0.6238796306906962,0.9999971466830061,0.433045916119763,0.6238796306906962
48.0,0.3257716124744481,0.9363812817356995,0.9999997154583277,0.3257716124744481,0.9363812817356995
70.0,0.2498984487338215,0.6629053761211181,0.9999993948550473,0.2498984487338215,0.6629053761211181
805.0,-0.13167998581324017,0.031186287660241667,0.9999199727581471,0.13167998581324017,0.031186287660241667
4.0,0.3581722251143627,0.23096940855032255,0.9999999980240158,0.3581722251143627,0.23096940855032255
21.0,0.8329936015897306,0.9350106763458893,0.9999999455369393,0.8329936015897306,0.9350106763458893
30.0,0.7378095458196963,0.9078123510736593,0.9999998888508996,0.7378095458196963,0.9078123510736593
2153.0,0.11059368696921133,0.09294437958191418,0.9994276954188623,0.11059368696921133,0.09294437958191418
82.0,0.09040521506379813,0.7341419896127086,0.9999991695930197,0.09040521506379813,0.7341419896127086
11.0,0.7056076698931925,0.9099582372751763,0.9999999850566202,0.7056076698931925,0.9099582372751763
196.0,0.6042571717721648,0.916969791967505,0.9999952556733901,0.6042571717721648,0.916969791967505
5.0,0.8229192617426494,0.9060435953249828,0.9999999969125248,0.8229192617426494,0.9060435953249828
1261.0,-0.0537839854977157,0.411871823750955,0.9998036409159874,0.0537839854977157,0.411871823750955
7.0,-0.09165969005359005,-0.002741826160890788,0.9999999939485487,0.09165969005359005,0.002741826160890788
84.0,0.2443743278180006,0.669001909635009,0.9999991285913842,0.2443743278180006,0.669001909635009
169.0,0.16136567142496552,0.3630033746107329,0.9999964727510734,0.16136567142496552,0.3630033746107329
224.0,0.4348321343089473,0.7637051788743349,0.9999938033330094,0.4348321343089473,0.7637051788743349
10.0,0.8329668173946304,0.9499812606522023,0.9999999876500993,0.8329668173946304,0.9499812606522023
165.0,-0.24362502213377396,0.08703880485149232,0.9999966377451788,0.24362502213377396,0.08703880485149232
2.0,0.10422734824339375,0.14831915553691244,0.9999999995060039,0.10422734824339375,0.14831915553691244
1114.0,0.20960819952935072,0.6056461160086227,0.9998467499699266,0.20960819952935072,0.6056461160086227
261.0,0.663817844360317,0.7578345112606428,0.9999915871595121,0.663817844360317,0.7578345112606428
240.0,0.25899024575154145,0.6930830283758335,0.9999928864824809,0.25899024575154145,0.6930830283758335
1133.0,0.3680228112531034,0.5233034879111886,0.9998414782487232,0.3680228112531034,0.5233034879111886
617.0,-0.20703859891652554,0.15802915179610913,0.9999529863915856,0.20703859891652554,0.15802915179610913
1218.0,0.3290929366068519,0.7142971433928146,0.9998168030413117,0.3290929366068519,0.7142971433928146
169.0,0.23525986185906042,0.7267818885214151,0.9999964727510734,0.23525986185906042,0.7267818885214151
34.0,0.5293862249839485,0.8617229689082132,0.9999998572351577,0.5293862249839485,0.8617229689082132
452.0,0.5630254155029306,0.5691081323222973,0.9999747689771209,0.5630254155029306,0.5691081323222973
145.0,0.20674528940025105,0.7318990920834824,0.9999974034367427,0.20674528940025105,0.7318990920834824
644.0,0.20830695452480016,0.4102400378324623,0.9999487818274052,0.20830695452480016,0.4102400378324623
114.0,0.5173947078887522,0.7139426176491119,0.9999983950081892,0.5173947078887522,0.7139426176491119
600.0,-0.019067016382823373,0.005648802516138158,0.9999555413456884,0.019067016382823373,0.005648802516138158
332.0,-0.013807572700679066,0.20461698712820997,0.9999863875380701,0.013807572700679066,0.20461698712820997
51.0,0.7379546073442378,0.9221609595929179,0.9999996787791336,0.7379546073442378,0.9221609595929179
120.0,0.18942203980339356,0.6365319215601595,0.9999982216158763,0.18942203980339356,0.6365319215601595
648.0,0.3816852108595036,0.0868708915922155,0.9999481436174288,0.3816852108595036,0.0868708915922155
517.0,0.5716264540175665,0.7903093182021205,0.9999669906186603,0.5716264540175665,0.7903093182021205
252.0,0.40444537537899594,0.6549774626915471,0.9999921573497944,0.40444537537899594,0.6549774626915471
1323.0,0.6519692242747458,0.41804104818950355,0.9997838594677886,0.6519692242747458,0.41804104818950355
251.0,0.4357909084255911,0.28222557189782,0.9999922194693098,0.4357909084255911,0.28222557189782
110.0,0.7827461091172621,0.6271353137801067,0.9999985056631282,0.7827461091172621,0.6271353137801067
149.0,0.2811219712691516,0.337823290339412,0.9999972582022978,0.2811219712691516,0.337823290339412
122.0,0.3141567044808783,0.6769583523588872,0.9999981618424648,0.3141567044808783,0.6769583523588872
574.0,-0.15496038841295082,0.7855263562923932,0.9999593108688971,0.15496038841295082,0.7855263562923932
424.0,0.382904358261957,0.2955465302928471,0.9999777980889303,0.382904358261957,0.2955465302928471
898.0,-0.04731920243362216,0.4873062671855139,0.9999004148654487,0.04731920243362216,0.4873062671855139
191.0,0.12963275201275545,0.2581829940086414,0.999995494642864,0.12963275201275545,0.2581829940086414
90.0,0.26583740845077664,0.7201549506859612,0.9999989996585412,0.26583740845077664,0.7201549506859612
909.0,0.08083671631683394,0.17840931565753654,0.9998979603231539,0.08083671631683394,0.17840931565753654
389.0,-0.17152367857576553,0.26865080715754586,0.9999813121813363,0.17152367857576553,0.26865080715754586
201.0,0.5661050259898948,0.7066070490466377,0.9999950105290537,0.5661050259898948,0.7066070490466377
114.0,0.6672503763636313,0.7782420124512353,0.9999983950081892,0.6672503763636313,0.7782420124512353
151.0,0.4647968020109007,0.5295318546241906,0.9999971841030992,0.4647968020109007,0.5295318546241906
654.0,0.02681977743851536,0.11641393590939667,0.9999471788936789,0.02681977743851536,0.11641393590939667
142.0,0.2116397504282231,0.40342009458153216,0.9999975097691175,0.2116397504282231,0.40342009458153216
1581.0,0.2244770269074761,0.6233684991652936,0.9996913543386976,0.2244770269074761,0.6233684991652936
158.0,0.5879254347545424,0.7116411800628186,0.9999969169755344,0.5879254347545424,0.7116411800628186
337.0,0.5689904285345198,0.8894583371773371,0.9999859744395995,0.5689904285345198,0.8894583371773371
378.0,0.5410492011344247,0.596047320945067,0.9999823541235318,0.5410492011344247,0.596047320945067
960.0,0.432113556543408,0.14696865766647305,0.9998861897917486,0.432113556543408,0.14696865766647305
348.0,0.5999573786179723,0.5449630224774242,0.9999850438880641,0.5999573786179723,0.5449630224774242
60.0,0.5247099562427564,0.4326926108790232,0.9999995554036726,0.5247099562427564,0.4326926108790232
74.0,0.6413839496386922,0.7232647574717701,0.9999993237196647,0.6413839496386922,0.7232647574717701
1705.0,0.14447434306351514,0.6017172464241315,0.9996410497363798,0.14447434306351514,0.6017172464241315
98.0,0.5006524217191554,0.6936387170780175,0.9999988139162374,0.5006524217191554,0.6936387170780175
1627.0,-0.15788360255669015,0.06732658184125177,0.9996731356281162,0.15788360255669015,0.06732658184125177
77.0,0.7081373409046029,0.8939811232181666,0.9999992677746539,0.7081373409046029,0.8939811232181666
22.0,0.021868743692914985,0.3968206475518827,0.9999999402264823,0.021868743692914985,0.3968206475518827
30.0,0.34307274050414466,0.8837123138150809,0.9999998888508996,0.34307274050414466,0.8837123138150809
24.0,0.44429205451306664,0.29403172880391154,0.9999999288645743,0.44429205451306664,0.29403172880391154
146.0,0.4289339387426973,0.5890641161155521,0.9999973674986256,0.4289339387426973,0.5890641161155521
89.0,0.4121820908365502,0.8033918024482445,0.9999990217648417,0.4121820908365502,0.8033918024482445
239.0,0.19111467997525936,0.4939252969587962,0.9999929456380864,0.19111467997525936,0.4939252969587962
23.0,0.4863278530231079,0.8622733343555921,0.9999999346690273,0.4863278530231079,0.8622733343555921
43.0,0.500931123276349,0.5194083391629595,0.9999997716503616,0.500931123276349,0.5194083391629595
356.0,0.19608653685665575,0.511402782699896,0.9999843483522995,0.19608653685665575,0.511402782699896
108.0,0.5666003067328993,0.862885563210712,0.9999985595086164,0.5666003067328993,0.862885563210712
70.0,-0.023049779407013297,0.6351673515012425,0.9999993948550473,0.023049779407013297,0.6351673515012425
181.0,0.3062960030948489,0.5867217799404096,0.9999959540572068,0.3062960030948489,0.5867217799404096
1152.0,0.3728619298410453,0.45683822442002564,0.9998361174036405,0.3728619298410453,0.45683822442002564
210.0,0.29292575185406106,0.13737951605733684,0.9999945537086093,0.29292575185406106,0.13737951605733684
142.0,0.5135476364957636,0.8529276385165356,0.9999975097691175,0.5135476364957636,0.8529276385165356
152.0,-0.007378073897948692,0.541487381292383,0.9999971466830061,0.007378073897948692,0.541487381292383
55.0,0.6133475131268389,0.37599620076455226,0.9999996264155727,0.6133475131268389,0.37599620076455226
2.0,0.4938509106476787,0.40602025484229187,0.9999999995060039,0.4938509106476787,0.40602025484229187
1163.0,0.5042096252772484,0.42428056575757034,0.9998329730217589,0.5042096252772484,0.42428056575757034
141.0,0.4575552553214495,0.6446903484156304,0.9999975447192502,0.4575552553214495,0.6446903484156304
1431.0,0.5281142153016145,0.43466221495832297,0.999747135524931,0.5281142153016145,0.43466221495832297
323.0,0.6166244336391038,0.5683450813603919,0.9999871155550729,0.6166244336391038,0.5683450813603919
13.0,0.5627015400922736,0.40501954082867664,0.999999979128668,0.5627015400922736,0.40501954082867664
210.0,0.7062667317780003,0.6833533459727288,0.9999945537086093,0.7062667317780003,0.6833533459727288
115.0,0.14585307001085923,0.015718547503575857,0.9999983667269623,0.14585307001085923,0.015718547503575857
54.0,0.462073857964286,0.572078077507907,0.9999996398769596,0.462073857964286,0.572078077507907
100.0,0.0887077188809971,0.8207412447579332,0.9999987650106896,0.0887077188809971,0.8207412447579332
98.0,-0.13352059116818418,0.5174606891333947,0.9999988139162374,0.13352059116818418,0.5174606891333947
16.0,0.3845570254830853,0.3515559753998263,0.9999999683842546,0.3845570254830853,0.3515559753998263
248.0,0.5911958327426302,0.47298731933204,0.9999924043459023,0.5911958327426302,0.47298731933204
4188.0,0.823735317148823,0.17773168951745716,0.9978362527107659,0.823735317148823,0.17773168951745716
4060.0,-0.052876475016396605,0.7048022977336584,0.9979663624120197,0.052876475016396605,0.7048022977336584
577.0,0.5270027335057286,0.5934490136547015,0.9999588844442674,0.5270027335057286,0.5934490136547015
60.0,-0.006593534266011203,0.8601580835061587,0.9999995554036726,0.006593534266011203,0.8601580835061587
51.0,0.5909619729102413,0.8360796234977229,0.9999996787791336,0.5909619729102413,0.8360796234977229
1341.0,0.002291360120113028,0.44052192232276294,0.9997779387409116,0.002291360120113028,0.44052192232276294
5.0,0.33292271584049543,0.7316301778126604,0.9999999969125248,0.33292271584049543,0.7316301778126604
58.0,0.6016376333709176,0.9122267192235306,0.9999995845494257,0.6016376333709176,0.9122267192235306
31.0,0.34309393500149776,0.7146047424343104,0.999999881317461,0.34309393500149776,0.7146047424343104
153.0,0.38100462257810847,0.5958030806159137,0.9999971090159171,0.38100462257810847,0.5958030806159137
730.0,0.10827727757083641,0.23542410706630543,0.9999341895446147,0.10827727757083641,0.23542410706630543
1890.0,-0.19415923380225264,0.6332693154111472,0.999558946488744,0.19415923380225264,0.6332693154111472
204.0,-0.05914269813964417,0.14916175110306845,0.9999948604785197,0.05914269813964417,0.14916175110306845
25.0,0.36418549999342836,0.10906562581348155,0.9999999228131234,0.36418549999342836,0.10906562581348155
210.0,0.22856076322726304,0.6126961600515033,0.9999945537086093,0.22856076322726304,0.6126961600515033
221.0,0.27827499650810283,0.6391260780672983,0.999993968203176,0.27827499650810283,0.6391260780672983
6.0,0.5220050525655692,0.8593953962520328,0.9999999955540357,0.5220050525655692,0.8593953962520328
166.0,0.5488658389392782,0.5105336358366407,0.9999965968671456,0.5488658389392782,0.5105336358366407
8.0,0.10449446638846963,0.9323574118187369,0.9999999920960636,0.10449446638846963,0.9323574118187369
60.0,0.24294935070288956,0.6995157777663094,0.9999995554036726,0.24294935070288956,0.6995157777663094
6.0,0.6642826302751419,0.9363036846341308,0.9999999955540357,0.6642826302751419,0.9363036846341308
19.0,-0.03674562921550099,0.2879226394472368,0.9999999554168594,0.03674562921550099,0.2879226394472368
17.0,0.3239681983821692,0.4375172862283236,0.9999999643087876,0.3239681983821692,0.4375172862283236
385.0,0.28112078217799663,0.6214452985200329,0.9999816945271907,0.28112078217799663,0.6214452985200329
64.0,0.33456592127885143,0.6178575061859929,0.999999494148194,0.33456592127885143,0.6178575061859929
59.0,0.3284630256264345,0.44326852101524966,0.999999570100048,0.3284630256264345,0.44326852101524966
249.0,0.682116304180648,0.9118305382198275,0.9999923429673638,0.682116304180648,0.9118305382198275
69.0,-0.09371297777128866,0.6212993360734345,0.9999994120213991,0.09371297777128866,0.6212993360734345
40.0,0.18562567758262816,0.6920125798666056,0.9999998024016078,0.18562567758262816,0.6920125798666056
99.0,0.21024229685841747,0.42334087145007443,0.9999987895869621,0.21024229685841747,0.42334087145007443
365.0,0.7173998489360118,0.30520029311337754,0.9999835469801053,0.7173998489360118,0.30520029311337754
28.0,0.3300892008329629,0.837181228717504,0.999999903176783,0.3300892008329629,0.837181228717504
2730.0,0.3896676687567443,0.29517202408047905,0.9990799977103689,0.3896676687567443,0.29517202408047905
70.0,0.4779897278287495,0.7312235208611919,0.9999993948550473,0.4779897278287495,0.7312235208611919
23.0,0.10961305402897728,0.112657068496889,0.9999999346690273,0.10961305402897728,0.112657068496889
2.0,0.45907061256739917,0.9858506739377954,0.9999999995060039,0.45907061256739917,0.9858506739377954
138.0,0.09248596006346681,0.23725342568954347,0.9999976480876708,0.09248596006346681,0.23725342568954347
299.0,0.21448080774899236,0.13171937293341257,0.9999889591261996,0.21448080774899236,0.13171937293341257
63.0,0.1858244255429011,0.43377523135124185,0.9999995098325601,0.1858244255429011,0.43377523135124185
25.0,0.16719515453219908,0.35424931750142175,0.9999999228131234,0.16719515453219908,0.35424931750142175
2406.0,0.10713603996862578,0.06452726071369534,0.9992853399917939,0.10713603996862578,0.06452726071369534
57.0,0.39267734825341843,0.3451650845919741,0.9999995987518058,0.39267734825341843,0.3451650845919741
174.0,0.5332048594256084,0.5157216497816937,0.9999962609510453,0.5332048594256084,0.5157216497816937
326.0,0.5774121726309365,0.4390822845501699,0.9999868751056327,0.5774121726309365,0.4390822845501699
1197.0,0.6120594382381068,0.36608947190212443,0.9998230651656687,0.6120594382381068,0.36608947190212443
18.0,0.09073471684567652,0.3746573978784032,0.9999999599863224,0.09073471684567652,0.3746573978784032
379.0,0.21786139461172466,0.85999354030798,0.9999822606364372,0.21786139461172466,0.85999354030798
253.0,0.703974055538118,0.42345565882946107,0.9999920949832868,0.703974055538118,0.42345565882946107
281.0,0.29298074874052377,0.15894996972653358,0.9999902484424316,0.29298074874052377,0.15894996972653358
66.0,0.29868315987783944,0.7869123607500167,0.9999994620384689,0.29868315987783944,0.7869123607500167
12.0,0.48321790806735676,0.9044738392575726,0.9999999822161431,0.48321790806735676,0.9044738392575726
212.0,0.6356711626127179,0.7531113606819624,0.9999944494760202,0.6356711626127179,0.7531113606819624
14.0,0.8781726294844072,0.8947902057684652,0.9999999757941949,0.8781726294844072,0.8947902057684652
393.0,0.29961735771286235,0.20579240144572056,0.9999809258837353,0.29961735771286235,0.20579240144572056
386.0,0.6986099512572902,0.7845161355489255,0.9999815993112036,0.6986099512572902,0.7845161355489255
13.0,0.6545603393924585,0.9695766349267808,0.999999979128668,0.6545603393924585,0.9695766349267808
131.0,0.8741422809622365,0.7654505485893891,0.9999978806357817,0.8741422809622365,0.7654505485893891
129.0,0.89599343446015,0.9608510340209422,0.9999979448551314,0.89599343446015,0.9608510340209422
62.0,0.3637681976070899,0.9080182428723653,0.9999995252699286,0.3637681976070899,0.9080182428723653
5.0,0.515300170604718,0.8369663783904089,0.9999999969125248,0.515300170604718,0.8369663783904089
342.0,0.16883805842315594,0.6962301971852056,0.9999855551664382,0.16883805842315594,0.6962301971852056
12.0,0.6745857519579217,0.8465577696352744,0.9999999822161431,0.6745857519579217,0.8465577696352744
106.0,0.17633598494255784,0.7067978042037125,0.9999986123661168,0.17633598494255784,0.7067978042037125
100.0,0.36304258614931034,0.6537215234257435,0.9999987650106896,0.36304258614931034,0.6537215234257435
19.0,0.5726219000043234,0.45665265717294856,0.9999999554168594,0.5726219000043234,0.45665265717294856
430.0,0.4037676458485536,0.6428213130551406,0.9999771652942667,0.4037676458485536,0.6428213130551406
88.0,-0.11124964806191576,0.28158289077448695,0.9999990436241448,0.11124964806191576,0.28158289077448695
67.0,-0.5878237861340331,0.06068940135722967,0.9999994456131099,0.5878237861340331,0.06068940135722967
204.0,0.5704843511420364,0.3060608620310947,0.9999948604785197,0.5704843511420364,0.3060608620310947
961.0,0.45360760019142216,0.23235016077409024,0.9998859525771842,0.45360760019142216,0.23235016077409024
163.0,0.5257751807923525,0.30093748655514724,0.9999967187602584,0.5257751807923525,0.30093748655514724
53.0,0.2807233008700431,0.9162372107650308,0.9999996530913486,0.2807233008700431,0.9162372107650308
328.0,-0.022386047576438216,0.7487021642930536,0.9999867135710644,0.022386047576438216,0.7487021642930536
3.0,0.7380867902329175,0.9618093526928716,0.999999998888509,0.7380867902329175,0.9618093526928716
36.0,0.74393922661724,0.9465248653810082,0.9999998399452994,0.74393922661724,0.9465248653810082
90.0,0.7433514857936794,0.4941755716438441,0.9999989996585412,0.7433514857936794,0.4941755716438441
986.0,-0.10522797425523382,0.3465794417493213,0.9998799419666448,0.10522797425523382,0.3465794417493213
45.0,-0.15903194493364126,0.09699015255665534,0.9999997499145415,0.15903194493364126,0.09699015255665534
153.0,0.17454237218986246,0.3158050235418747,0.9999971090159171,0.17454237218986246,0.3158050235418747
99.0,0.035985659011034565,0.4133652240295388,0.9999987895869621,0.035985659011034565,0.4133652240295388
343.0,0.4420904120509459,0.8947386566216953,0.9999854705708437,0.4420904120509459,0.8947386566216953
633.0,0.37867905770550386,0.5051662116927291,0.9999505165306125,0.37867905770550386,0.5051662116927291
159.0,0.6134898837709714,0.21215195152095584,0.9999968778264705,0.6134898837709714,0.21215195152095584
4.0,0.32793549376329345,0.32524528242639356,0.9999999980240158,0.32793549376329345,0.32524528242639356
35.0,0.5949715488470204,0.8571649618358204,0.9999998487137275,0.5949715488470204,0.8571649618358204
